id_tenant,sleep_schedule,work_shift,energy_rhythm,education_level,budget,languages_spoken,social_level,cleanliness_rating,likes_reading,likes_cooking,cooking_preference,on_diet,smoker,likes_pets,pet_allergy,frequent_visits,remote_worker,plays_sports,listens_loud_music,preferred_music_genre,ideal_weekend_plan,noise_tolerance,shares_common_items,relationship_status
7811,Early bird,Morning,Low,Master's,408,"Spanish, Italian, German",Balanced,3,No,Yes,Cook,Yes,Yes,Yes,Yes,No,No,No,Yes,Rock,Family Time,Low,Yes,Single
7812,Early bird,Afternoon,Low,Master's,427,Spanish,Introvert,2,Yes,Yes,Order,Yes,No,Yes,Yes,Yes,Yes,No,No,Techno,Hike,High,No,Relationship
7813,Early bird,Afternoon,Medium,Master's,834,"Spanish, French, German",Introvert,2,No,Yes,Order,No,No,Yes,Yes,Yes,No,No,Yes,Jazz,Travel,Medium,No,Relationship
7814,Night owl,Afternoon,Medium,Master's,725,"Spanish, Italian, French",Introvert,4,Yes,No,Order,Yes,Yes,No,No,Yes,Yes,Yes,No,Classical,Chill,Low,No,Single
7815,Early bird,Afternoon,High,PhD,684,"German, English, Spanish",Balanced,2,Yes,No,Order,No,Yes,No,Yes,Yes,No,Yes,Yes,Pop,Chill,High,Yes,Single
7816,Night owl,Morning,Medium,Master's,857,"English, French",Extrovert,4,Yes,Yes,Order,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Classical,Travel,High,Yes,Relationship
7817,Night owl,Afternoon,High,High School,410,"French, Italian, English",Introvert,4,Yes,No,Cook,No,Yes,No,Yes,Yes,No,Yes,No,Pop,Travel,Medium,No,Single
7818,Flexible,Afternoon,Medium,High School,390,"Italian, German, French",Balanced,5,No,Yes,Cook,No,Yes,No,No,Yes,No,No,No,Rock,Chill,High,Yes,Single
7819,Night owl,Afternoon,Medium,Master's,1195,English,Introvert,2,Yes,No,Order,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Pop,Chill,Low,Yes,Single
7820,Flexible,Afternoon,High,Master's,491,"English, Italian",Introvert,3,Yes,No,Cook,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Classical,Party,Low,Yes,Relationship
7821,Night owl,Morning,Medium,High School,1087,"German, Spanish",Extrovert,5,No,Yes,Order,Yes,No,Yes,No,No,Yes,No,No,Techno,Travel,Low,No,Single
7822,Flexible,Afternoon,Medium,PhD,1036,Italian,Balanced,1,Yes,Yes,Order,No,No,Yes,Yes,Yes,No,Yes,Yes,Classical,Travel,High,No,Relationship
7823,Flexible,Afternoon,High,High School,738,French,Introvert,4,Yes,Yes,Cook,Yes,No,Yes,No,No,Yes,Yes,No,Jazz,Travel,High,No,Single
7824,Early bird,Afternoon,Low,High School,1100,"Italian, German, English",Balanced,2,Yes,No,Order,Yes,No,No,Yes,No,Yes,Yes,Yes,Reggaeton,Family Time,Medium,Yes,Relationship
7825,Night owl,Morning,Medium,Bachelor's,849,"French, English",Introvert,1,Yes,Yes,Cook,Yes,Yes,Yes,No,Yes,No,Yes,Yes,None,Chill,Medium,No,Relationship
7826,Flexible,Night,Low,Master's,900,"English, Italian",Balanced,3,Yes,No,Order,No,Yes,No,No,No,No,No,Yes,Reggaeton,Hike,Low,Yes,Single
7827,Night owl,Night,Low,High School,1044,German,Balanced,2,Yes,Yes,Order,No,No,No,Yes,No,No,Yes,No,None,Chill,High,No,Relationship
7828,Night owl,Morning,High,PhD,860,"French, German, Italian",Introvert,2,Yes,No,Cook,No,Yes,Yes,Yes,No,Yes,No,No,Techno,Chill,Medium,Yes,Single
7829,Night owl,Afternoon,Medium,High School,898,"English, Italian, German",Introvert,5,No,Yes,Cook,Yes,Yes,No,No,No,Yes,Yes,No,Pop,Party,Medium,No,Single
7830,Night owl,Morning,Low,PhD,1085,Spanish,Extrovert,4,No,Yes,Order,Yes,No,No,No,No,No,No,No,Pop,Chill,Medium,No,Relationship
7831,Flexible,Morning,Medium,Master's,624,English,Balanced,5,Yes,Yes,Cook,No,Yes,No,No,Yes,No,Yes,No,Techno,Family Time,Medium,Yes,Relationship
7832,Early bird,Morning,Medium,High School,377,Spanish,Introvert,2,Yes,Yes,Order,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Pop,Chill,High,No,Relationship
7833,Flexible,Night,High,High School,951,"French, Spanish, German",Extrovert,1,Yes,Yes,Cook,Yes,Yes,No,No,No,Yes,Yes,No,Techno,Chill,Low,Yes,Relationship
7834,Early bird,Morning,Low,Master's,651,"French, Spanish",Balanced,5,No,Yes,Order,No,No,No,Yes,No,No,No,No,Pop,Hike,Low,Yes,Single
7835,Flexible,Morning,Medium,Master's,786,English,Balanced,5,Yes,Yes,Cook,Yes,Yes,No,No,Yes,No,No,Yes,Jazz,Travel,High,Yes,Single
7836,Night owl,Night,Medium,Master's,1094,"Spanish, French",Balanced,2,No,Yes,Order,No,Yes,No,Yes,No,Yes,Yes,Yes,None,Chill,Medium,No,Relationship
7837,Flexible,Afternoon,Low,High School,397,French,Balanced,5,No,Yes,Cook,Yes,No,No,No,Yes,Yes,No,No,Jazz,Party,Medium,No,Relationship
7838,Flexible,Night,High,Bachelor's,553,"French, German, English",Balanced,4,Yes,No,Cook,No,Yes,No,Yes,No,No,Yes,Yes,Reggaeton,Travel,High,No,Single
7839,Early bird,Afternoon,Medium,High School,523,"German, English, French",Introvert,4,Yes,Yes,Order,No,No,Yes,No,Yes,No,Yes,Yes,Pop,Hike,Low,Yes,Relationship
7840,Flexible,Afternoon,Medium,Master's,1152,"Spanish, Italian",Balanced,3,No,Yes,Order,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Rock,Hike,Low,No,Relationship
7841,Flexible,Morning,High,Bachelor's,496,"English, Italian, Spanish",Introvert,1,Yes,Yes,Cook,No,No,Yes,No,Yes,Yes,Yes,Yes,Techno,Travel,Low,No,Single
7842,Early bird,Night,Medium,Bachelor's,1043,Spanish,Balanced,4,Yes,No,Order,No,Yes,No,No,Yes,No,No,No,Pop,Travel,High,Yes,Relationship
7843,Flexible,Afternoon,Medium,High School,1133,"Italian, English",Extrovert,4,Yes,Yes,Cook,No,No,Yes,No,No,No,Yes,No,Pop,Party,High,No,Single
7844,Night owl,Afternoon,High,Bachelor's,884,"Spanish, Italian, French",Introvert,1,No,No,Cook,No,Yes,Yes,No,No,No,No,No,Techno,Hike,Medium,No,Relationship
7845,Night owl,Afternoon,Low,Bachelor's,1107,"French, German",Introvert,4,No,No,Order,Yes,No,No,No,No,Yes,Yes,No,Pop,Travel,Low,No,Single
7846,Night owl,Morning,Low,High School,358,"German, Italian, Spanish",Balanced,1,No,No,Order,Yes,Yes,No,No,Yes,Yes,No,No,Rock,Party,High,Yes,Single
7847,Flexible,Morning,Medium,Master's,540,English,Introvert,5,No,Yes,Cook,Yes,No,No,No,No,Yes,Yes,Yes,Techno,Travel,Medium,Yes,Relationship
7848,Flexible,Night,Medium,Master's,1071,"French, Italian, English",Balanced,2,No,No,Order,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Techno,Chill,Medium,Yes,Single
7849,Early bird,Morning,Medium,Bachelor's,1130,"Italian, German, Spanish",Extrovert,4,Yes,No,Order,Yes,Yes,No,Yes,No,No,No,No,Classical,Travel,Medium,Yes,Single
7850,Early bird,Night,Low,Bachelor's,418,Spanish,Introvert,1,Yes,No,Cook,Yes,No,Yes,No,No,No,Yes,Yes,None,Family Time,Medium,Yes,Relationship
7851,Flexible,Afternoon,Medium,PhD,415,Italian,Extrovert,1,Yes,No,Cook,Yes,No,Yes,Yes,No,Yes,No,No,None,Hike,High,Yes,Single
7852,Flexible,Afternoon,Medium,Bachelor's,872,"Italian, French",Extrovert,4,Yes,No,Cook,No,Yes,Yes,Yes,No,No,Yes,Yes,Techno,Hike,Medium,No,Relationship
7853,Night owl,Morning,High,High School,522,"French, German, Spanish",Extrovert,3,Yes,Yes,Order,No,Yes,Yes,Yes,No,No,No,Yes,Reggaeton,Hike,Medium,No,Relationship
7854,Night owl,Afternoon,Low,PhD,650,"Italian, German, Spanish",Extrovert,1,No,No,Order,Yes,No,Yes,No,No,No,No,Yes,Classical,Party,Low,No,Single
7855,Early bird,Night,Medium,Bachelor's,796,"Italian, Spanish",Extrovert,2,Yes,No,Cook,No,No,No,Yes,Yes,Yes,Yes,No,Jazz,Chill,High,Yes,Single
7856,Night owl,Afternoon,High,Master's,1156,"German, French",Balanced,2,Yes,Yes,Cook,Yes,No,No,Yes,No,Yes,No,Yes,Pop,Travel,Low,No,Relationship
7857,Early bird,Morning,Low,Bachelor's,1096,"German, French, Spanish",Extrovert,3,Yes,Yes,Cook,Yes,No,Yes,No,No,Yes,Yes,Yes,None,Party,Low,No,Relationship
7858,Early bird,Night,High,Master's,389,"English, German",Introvert,1,No,No,Order,No,No,Yes,Yes,No,No,No,Yes,None,Hike,Medium,No,Relationship
7859,Early bird,Night,High,PhD,449,"Italian, Spanish, French",Introvert,5,No,No,Order,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Classical,Hike,High,No,Single
7860,Night owl,Night,High,PhD,392,English,Introvert,4,Yes,Yes,Order,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Rock,Family Time,Low,Yes,Single
7861,Early bird,Morning,High,Bachelor's,879,"Italian, Spanish",Balanced,4,No,Yes,Cook,Yes,No,No,Yes,No,Yes,Yes,No,Jazz,Travel,Medium,Yes,Relationship
7862,Flexible,Night,Low,High School,894,"Spanish, English",Extrovert,2,Yes,Yes,Order,No,Yes,No,Yes,Yes,No,No,Yes,Pop,Chill,High,No,Single
7863,Early bird,Afternoon,High,PhD,415,"Spanish, English, French",Introvert,5,No,No,Cook,No,Yes,Yes,No,Yes,No,No,No,Reggaeton,Hike,Low,Yes,Single
7864,Early bird,Morning,Medium,PhD,405,Spanish,Introvert,1,No,No,Cook,No,Yes,No,Yes,No,Yes,No,No,Pop,Travel,Medium,Yes,Relationship
7865,Flexible,Morning,High,High School,930,Spanish,Balanced,1,No,No,Order,No,No,Yes,Yes,No,No,Yes,No,Techno,Party,High,No,Relationship
7866,Early bird,Afternoon,High,PhD,1054,Italian,Balanced,3,Yes,No,Order,Yes,Yes,No,No,Yes,Yes,No,Yes,Jazz,Travel,Low,Yes,Single
7867,Flexible,Night,High,Bachelor's,570,French,Extrovert,2,No,Yes,Cook,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Reggaeton,Family Time,Low,Yes,Single
7868,Night owl,Morning,High,Master's,957,"German, Italian",Introvert,4,Yes,Yes,Cook,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,None,Hike,High,Yes,Single
7869,Flexible,Night,Medium,Bachelor's,559,French,Balanced,1,No,Yes,Order,No,No,No,Yes,Yes,No,No,No,Reggaeton,Hike,Medium,Yes,Single
7870,Flexible,Night,Medium,PhD,953,"English, Italian, German",Extrovert,3,Yes,No,Order,No,Yes,No,Yes,Yes,Yes,No,No,Reggaeton,Travel,Low,No,Relationship
7871,Early bird,Night,Low,PhD,1030,"English, German, Spanish",Extrovert,1,Yes,Yes,Order,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Rock,Chill,Medium,Yes,Relationship
7872,Flexible,Afternoon,Low,Bachelor's,772,English,Extrovert,2,Yes,No,Order,Yes,No,Yes,No,No,No,No,Yes,Rock,Travel,Low,No,Relationship
7873,Night owl,Morning,Low,Master's,450,"French, Italian",Extrovert,3,No,Yes,Order,Yes,No,No,No,No,No,Yes,No,Classical,Hike,High,No,Relationship
7874,Night owl,Night,Low,Bachelor's,919,"English, French",Introvert,2,No,No,Cook,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Techno,Family Time,Low,Yes,Relationship
7875,Night owl,Afternoon,Low,PhD,1066,"German, English, French",Introvert,1,No,No,Cook,No,No,Yes,No,Yes,No,Yes,No,Pop,Family Time,Medium,Yes,Single
7876,Early bird,Night,Medium,PhD,1129,"French, Italian",Balanced,1,No,No,Cook,No,No,No,No,No,Yes,No,No,Techno,Chill,Low,Yes,Relationship
7877,Night owl,Afternoon,High,Bachelor's,665,"French, Spanish",Introvert,4,No,No,Cook,Yes,No,Yes,No,No,Yes,Yes,No,None,Travel,Medium,No,Relationship
7878,Night owl,Morning,Medium,Master's,761,"French, German, Italian",Balanced,2,No,Yes,Cook,No,Yes,Yes,Yes,No,Yes,Yes,Yes,None,Family Time,Medium,No,Single
7879,Early bird,Afternoon,High,Master's,919,"French, Italian",Extrovert,4,No,No,Cook,Yes,No,No,Yes,No,No,Yes,No,None,Family Time,Medium,No,Single
7880,Flexible,Night,High,PhD,498,"German, French, English",Extrovert,4,Yes,No,Cook,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Rock,Travel,Low,No,Relationship
7881,Flexible,Afternoon,High,Bachelor's,888,"German, Spanish",Extrovert,4,Yes,Yes,Cook,No,Yes,Yes,Yes,Yes,Yes,No,No,Rock,Family Time,Low,No,Single
7882,Night owl,Morning,Medium,High School,742,"German, Spanish",Introvert,4,No,No,Order,Yes,No,Yes,No,Yes,Yes,No,No,Rock,Family Time,Medium,No,Relationship
7883,Night owl,Morning,Medium,High School,462,"Spanish, French, English",Introvert,1,Yes,Yes,Order,Yes,Yes,Yes,No,No,No,Yes,No,None,Travel,High,Yes,Single
7884,Flexible,Afternoon,Low,Bachelor's,792,"French, Spanish",Introvert,1,No,Yes,Order,No,No,Yes,No,No,No,No,No,Pop,Family Time,Medium,No,Relationship
7885,Night owl,Afternoon,Low,PhD,355,English,Introvert,3,No,Yes,Order,No,No,No,No,No,No,No,No,Techno,Family Time,High,Yes,Relationship
7886,Early bird,Morning,High,PhD,1060,"French, English, Spanish",Extrovert,4,Yes,No,Order,Yes,No,Yes,Yes,No,No,No,Yes,Jazz,Party,Medium,No,Relationship
7887,Flexible,Afternoon,Low,Master's,370,"Italian, Spanish",Introvert,1,Yes,No,Cook,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Classical,Party,High,Yes,Single
7888,Early bird,Morning,High,High School,745,German,Introvert,4,No,No,Order,No,Yes,No,Yes,No,No,Yes,No,Classical,Hike,Medium,No,Relationship
7889,Early bird,Afternoon,Low,High School,569,"French, English, German",Introvert,1,No,Yes,Order,Yes,No,No,No,No,Yes,No,Yes,None,Party,Medium,No,Single
7890,Flexible,Afternoon,Low,Bachelor's,554,French,Balanced,1,Yes,Yes,Cook,No,No,No,No,Yes,Yes,Yes,Yes,Pop,Family Time,Medium,No,Single
7891,Night owl,Morning,Low,High School,693,"English, French",Balanced,3,No,Yes,Cook,No,Yes,Yes,No,No,Yes,No,Yes,Pop,Party,High,No,Single
7892,Flexible,Morning,Low,PhD,355,"Italian, English, French",Introvert,3,No,No,Order,Yes,No,Yes,No,Yes,No,No,Yes,Pop,Chill,High,No,Relationship
7893,Flexible,Morning,Medium,PhD,775,French,Extrovert,4,No,No,Order,Yes,No,No,No,Yes,No,Yes,Yes,Classical,Family Time,High,No,Relationship
7894,Early bird,Night,Low,Bachelor's,626,"Spanish, Italian, German",Balanced,5,No,Yes,Cook,Yes,Yes,No,No,No,No,No,No,Pop,Travel,Medium,No,Relationship
7895,Early bird,Afternoon,Low,High School,818,German,Balanced,2,No,Yes,Cook,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Jazz,Hike,High,Yes,Relationship
7896,Night owl,Afternoon,Medium,PhD,1057,"French, English",Balanced,4,No,Yes,Cook,Yes,No,Yes,No,Yes,No,Yes,No,Pop,Hike,High,No,Relationship
7897,Flexible,Night,Medium,PhD,942,"Spanish, Italian",Balanced,5,No,No,Cook,Yes,Yes,Yes,No,Yes,Yes,No,No,None,Travel,Medium,No,Relationship
7898,Flexible,Afternoon,High,Master's,485,"English, Italian, German",Extrovert,4,Yes,No,Order,No,Yes,Yes,Yes,No,No,Yes,No,Reggaeton,Travel,High,Yes,Relationship
7899,Night owl,Afternoon,High,Bachelor's,758,English,Introvert,5,No,Yes,Order,No,No,Yes,No,No,No,Yes,No,None,Family Time,High,No,Relationship
7900,Flexible,Night,Low,Master's,504,"Spanish, English, Italian",Balanced,4,Yes,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Jazz,Family Time,Low,Yes,Relationship
7901,Early bird,Morning,Low,PhD,711,"English, German",Introvert,4,No,Yes,Order,No,Yes,No,Yes,Yes,Yes,No,Yes,Reggaeton,Party,High,Yes,Single
7902,Early bird,Morning,Medium,Bachelor's,637,"Spanish, Italian, French",Introvert,3,No,No,Cook,No,No,No,Yes,Yes,No,Yes,No,Rock,Family Time,Low,Yes,Relationship
7903,Night owl,Afternoon,Low,PhD,964,Spanish,Introvert,5,No,Yes,Cook,No,Yes,No,No,Yes,Yes,No,Yes,None,Party,Low,No,Single
7904,Flexible,Afternoon,Low,Bachelor's,570,German,Extrovert,3,No,No,Order,No,No,No,No,Yes,No,Yes,Yes,Reggaeton,Chill,Low,Yes,Single
7905,Flexible,Night,Low,High School,644,English,Extrovert,1,Yes,Yes,Cook,Yes,Yes,No,No,No,No,Yes,No,Rock,Family Time,Medium,Yes,Single
7906,Night owl,Morning,Low,High School,418,German,Extrovert,3,No,Yes,Order,No,No,Yes,No,No,No,Yes,No,Techno,Family Time,Low,Yes,Single
7907,Early bird,Night,High,Master's,1182,"English, German",Introvert,2,Yes,No,Order,No,No,No,No,Yes,Yes,Yes,Yes,Pop,Party,Low,No,Single
7908,Flexible,Night,High,PhD,615,"Italian, Spanish, German",Balanced,2,Yes,No,Order,No,Yes,Yes,No,No,Yes,Yes,No,Pop,Hike,Low,Yes,Single
7909,Night owl,Morning,Low,Bachelor's,366,English,Extrovert,1,Yes,Yes,Cook,No,Yes,Yes,No,Yes,No,Yes,Yes,Classical,Family Time,Low,Yes,Relationship
7910,Night owl,Night,Low,Master's,643,"English, Italian, German",Balanced,1,No,Yes,Order,Yes,Yes,Yes,No,No,Yes,Yes,Yes,None,Travel,Medium,No,Single
7911,Flexible,Night,Low,PhD,581,"English, French",Introvert,4,Yes,Yes,Cook,No,No,No,No,No,No,Yes,No,Rock,Travel,High,No,Relationship
7912,Flexible,Night,Medium,PhD,684,"French, English",Extrovert,4,No,Yes,Cook,No,Yes,No,Yes,No,Yes,Yes,No,Techno,Chill,High,Yes,Relationship
7913,Flexible,Night,Medium,PhD,432,"French, English, German",Introvert,5,No,No,Order,No,No,No,Yes,Yes,Yes,No,No,Classical,Party,Medium,Yes,Relationship
7914,Night owl,Morning,Low,Master's,818,Spanish,Balanced,2,Yes,Yes,Order,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Jazz,Chill,High,Yes,Relationship
7915,Early bird,Night,Medium,High School,590,"Italian, French, German",Extrovert,3,Yes,No,Order,Yes,Yes,No,Yes,No,No,No,Yes,Techno,Party,Medium,Yes,Single
7916,Flexible,Night,Low,Bachelor's,817,English,Introvert,3,No,Yes,Order,No,No,No,No,Yes,No,No,Yes,Techno,Hike,Low,Yes,Single
7917,Flexible,Night,Low,High School,548,"Spanish, English",Extrovert,3,No,No,Order,Yes,No,No,Yes,No,No,No,Yes,Techno,Hike,Low,Yes,Single
7918,Early bird,Morning,High,PhD,945,"Spanish, French",Introvert,2,No,No,Order,Yes,No,Yes,Yes,No,Yes,No,Yes,None,Chill,Low,No,Single
7919,Early bird,Morning,High,PhD,1192,"German, French, English",Balanced,5,No,Yes,Cook,Yes,Yes,Yes,Yes,No,No,Yes,Yes,None,Party,Low,No,Single
7920,Night owl,Night,Medium,Master's,465,"English, French",Introvert,5,Yes,No,Cook,No,No,No,No,No,Yes,Yes,No,Techno,Party,Low,Yes,Relationship
7921,Early bird,Afternoon,Medium,PhD,695,"Italian, English, German",Extrovert,2,Yes,Yes,Cook,Yes,No,Yes,Yes,No,Yes,No,No,Techno,Travel,High,No,Single
7922,Night owl,Morning,Low,High School,936,English,Extrovert,2,Yes,No,Order,No,No,No,No,No,Yes,No,No,Pop,Hike,Low,Yes,Relationship
7923,Night owl,Morning,Medium,Master's,454,"Italian, Spanish, French",Balanced,3,No,No,Order,No,No,No,No,Yes,No,Yes,Yes,Pop,Hike,High,Yes,Single
7924,Early bird,Night,High,Master's,459,"Spanish, German, French",Introvert,1,Yes,No,Cook,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Classical,Hike,Low,No,Single
7925,Flexible,Night,Low,PhD,439,French,Introvert,2,No,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,No,No,Reggaeton,Travel,Medium,Yes,Single
7926,Flexible,Afternoon,Low,High School,937,"German, French, Spanish",Introvert,3,No,Yes,Order,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Classical,Hike,High,Yes,Single
7927,Flexible,Night,High,Master's,624,"French, Spanish",Introvert,2,Yes,Yes,Order,No,No,No,No,No,Yes,Yes,Yes,Pop,Party,Low,Yes,Single
7928,Flexible,Afternoon,Low,Bachelor's,603,"Spanish, Italian",Extrovert,4,No,Yes,Cook,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Techno,Party,Medium,No,Relationship
7929,Flexible,Morning,Low,Bachelor's,511,"German, Spanish, Italian",Introvert,4,No,Yes,Order,Yes,Yes,No,Yes,No,Yes,No,Yes,Reggaeton,Family Time,Medium,No,Single
7930,Early bird,Afternoon,Medium,Bachelor's,1072,"English, Italian, Spanish",Introvert,5,No,No,Order,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Classical,Chill,Low,No,Single
7931,Night owl,Morning,Medium,High School,791,"Italian, Spanish, German",Introvert,3,No,Yes,Order,Yes,Yes,Yes,No,No,No,No,Yes,Techno,Chill,Low,No,Relationship
7932,Flexible,Afternoon,High,Master's,351,English,Introvert,4,Yes,Yes,Cook,Yes,Yes,Yes,Yes,No,Yes,No,No,Rock,Party,High,No,Single
7933,Flexible,Afternoon,Low,High School,903,Spanish,Extrovert,3,Yes,Yes,Cook,No,No,Yes,No,No,Yes,No,Yes,Rock,Hike,High,Yes,Relationship
7934,Flexible,Morning,Medium,Bachelor's,658,"English, Spanish, Italian",Extrovert,1,Yes,No,Cook,Yes,No,No,No,Yes,No,No,No,Jazz,Family Time,High,Yes,Relationship
7935,Night owl,Afternoon,High,High School,547,"English, German, Italian",Extrovert,5,Yes,No,Cook,No,No,No,No,No,No,Yes,No,Reggaeton,Family Time,Medium,No,Single
7936,Flexible,Morning,Medium,Master's,930,"German, English, Spanish",Introvert,3,Yes,No,Cook,No,No,Yes,No,Yes,No,Yes,Yes,None,Travel,Medium,Yes,Single
7937,Early bird,Night,Medium,PhD,826,French,Extrovert,5,No,No,Order,Yes,No,Yes,Yes,No,No,No,Yes,Jazz,Party,Medium,No,Single
7938,Night owl,Morning,High,High School,870,"Spanish, French, Italian",Balanced,5,Yes,Yes,Order,No,No,No,No,No,Yes,No,No,None,Family Time,Low,No,Single
7939,Flexible,Morning,Low,Bachelor's,670,"English, French, Spanish",Balanced,2,No,Yes,Cook,Yes,No,Yes,No,Yes,No,Yes,No,Reggaeton,Family Time,Low,No,Single
7940,Flexible,Night,Low,PhD,1111,German,Introvert,1,Yes,No,Order,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Reggaeton,Chill,Low,No,Relationship
7941,Night owl,Morning,Low,Bachelor's,471,"German, French, Spanish",Introvert,5,No,No,Cook,No,Yes,No,No,Yes,Yes,Yes,No,Jazz,Family Time,Medium,Yes,Relationship
7942,Early bird,Afternoon,High,Bachelor's,786,"English, German, French",Introvert,5,Yes,Yes,Order,Yes,Yes,No,Yes,Yes,Yes,No,Yes,None,Family Time,High,Yes,Single
7943,Night owl,Morning,Medium,Master's,868,"German, Spanish",Extrovert,1,No,No,Order,No,No,No,Yes,No,No,Yes,Yes,Techno,Hike,Low,Yes,Relationship
7944,Early bird,Afternoon,Low,High School,678,Italian,Introvert,3,Yes,Yes,Cook,No,No,Yes,No,Yes,Yes,Yes,Yes,Rock,Travel,Medium,No,Relationship
7945,Flexible,Night,Low,High School,493,English,Extrovert,5,Yes,Yes,Order,Yes,No,Yes,No,Yes,Yes,Yes,No,None,Family Time,Medium,Yes,Relationship
7946,Flexible,Morning,High,High School,1200,"French, German, English",Balanced,1,No,Yes,Cook,No,Yes,Yes,No,No,No,No,No,None,Party,Medium,No,Single
7947,Early bird,Afternoon,Medium,High School,1164,"French, English, German",Extrovert,4,Yes,No,Order,Yes,No,No,Yes,No,Yes,Yes,Yes,Reggaeton,Chill,Low,No,Single
7948,Night owl,Afternoon,High,Bachelor's,494,"German, English",Extrovert,1,No,No,Order,Yes,Yes,Yes,No,Yes,No,No,No,Rock,Party,High,Yes,Relationship
7949,Night owl,Night,Low,Master's,772,"French, Spanish",Balanced,1,Yes,Yes,Order,Yes,No,Yes,No,Yes,Yes,No,No,Reggaeton,Hike,High,No,Single
7950,Early bird,Night,High,Master's,695,"German, English",Introvert,3,Yes,Yes,Order,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Rock,Party,Low,No,Single
7951,Flexible,Afternoon,Low,Master's,604,German,Introvert,2,Yes,No,Order,Yes,Yes,No,No,No,Yes,No,Yes,Jazz,Family Time,Low,Yes,Single
7952,Flexible,Afternoon,Low,Master's,904,"German, French",Balanced,4,Yes,Yes,Order,Yes,No,Yes,No,No,Yes,No,No,Jazz,Travel,High,Yes,Relationship
7953,Flexible,Afternoon,Low,PhD,563,"Spanish, English, German",Extrovert,2,Yes,No,Cook,No,No,Yes,Yes,Yes,No,Yes,No,None,Family Time,Low,Yes,Single
7954,Night owl,Afternoon,Medium,Bachelor's,969,"English, Italian",Extrovert,1,No,No,Order,Yes,Yes,No,Yes,No,Yes,Yes,No,Reggaeton,Party,High,Yes,Relationship
7955,Flexible,Afternoon,Low,PhD,1017,"English, Spanish",Introvert,3,No,No,Cook,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Pop,Family Time,Low,No,Single
7956,Night owl,Afternoon,Low,PhD,536,French,Balanced,2,Yes,No,Cook,Yes,No,No,No,No,Yes,No,Yes,Reggaeton,Hike,Low,No,Relationship
7957,Night owl,Morning,Medium,High School,460,"Italian, French, English",Extrovert,4,No,No,Order,Yes,Yes,No,Yes,Yes,Yes,No,No,Reggaeton,Travel,High,Yes,Relationship
7958,Early bird,Afternoon,High,PhD,905,"Spanish, English, German",Balanced,3,No,Yes,Cook,Yes,Yes,Yes,No,No,Yes,No,No,Reggaeton,Family Time,High,No,Relationship
7959,Flexible,Afternoon,Medium,High School,651,"French, Spanish",Balanced,4,Yes,Yes,Cook,Yes,Yes,Yes,No,No,No,No,Yes,Reggaeton,Party,High,No,Relationship
7960,Night owl,Afternoon,Medium,High School,555,Italian,Balanced,2,Yes,No,Order,No,Yes,Yes,No,Yes,No,Yes,Yes,Pop,Hike,Medium,Yes,Single
7961,Flexible,Morning,Low,PhD,613,English,Extrovert,2,Yes,Yes,Order,No,No,Yes,Yes,Yes,No,No,Yes,Pop,Travel,High,Yes,Single
7962,Night owl,Afternoon,Low,Master's,684,"English, French, Italian",Balanced,4,Yes,Yes,Cook,No,No,No,No,Yes,No,Yes,No,Reggaeton,Hike,Medium,No,Relationship
7963,Night owl,Afternoon,Medium,Master's,745,"German, French",Balanced,5,Yes,No,Cook,No,Yes,No,Yes,No,Yes,No,Yes,None,Hike,Medium,Yes,Relationship
7964,Flexible,Morning,Low,PhD,618,"German, Italian",Balanced,1,Yes,Yes,Order,Yes,No,Yes,Yes,No,No,Yes,No,Rock,Family Time,Medium,No,Single
7965,Flexible,Morning,High,Bachelor's,581,"Spanish, French",Introvert,1,No,Yes,Order,Yes,No,Yes,No,Yes,Yes,No,No,Techno,Hike,High,Yes,Single
